laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,% of premises able to receive SFBB from FWA,Number of premises with SFBB availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises able to receive SFBB from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000155,SOUTH NORTHAMPTONSHIRE,42438,42406,92.1,18.9,14.0,0.2,2.1,3.4,7.8,3.6,96.1,0.7,0.5,39088,8018,5954,73,909,1435,3318,1522,40770,281,199,31070,8018,73,836,526,1883,73.2,18.9,0.2,2.0,1.2,4.4
E07000179,SOUTH OXFORDSHIRE,65883,65816,95.6,35.7,12.9,0.1,0.4,0.8,4.3,0.9,99.6,0.0,0.0,62971,23522,8502,89,250,495,2845,583,65614,0,0,39449,23522,89,161,245,2350,59.9,35.7,0.1,0.2,0.4,3.6
E07000126,SOUTH RIBBLE,52666,52627,96.5,61.9,2.7,0.1,0.4,0.8,3.5,0.9,99.1,38.2,22.1,50799,32604,1416,34,195,436,1828,491,52183,20143,11619,18195,32604,34,161,241,1392,34.5,61.9,0.1,0.3,0.5,2.6
E07000189,SOUTH SOMERSET,83898,83465,87.6,1.6,1.5,0.5,2.6,4.8,11.8,5.5,96.8,4.3,4.3,73532,1367,1255,450,2223,3991,9933,4637,81208,3571,3571,72165,1367,450,1773,1768,5942,86.0,1.6,0.5,2.1,2.1,7.1
E07000196,SOUTH STAFFORDSHIRE,49732,49677,92.7,30.4,27.1,0.2,0.7,1.9,7.2,2.1,98.6,1.5,0.0,46114,15138,13472,84,348,955,3563,1031,49036,726,15,30976,15138,84,264,607,2608,62.3,30.4,0.2,0.5,1.2,5.2
E08000023,SOUTH TYNESIDE,75451,75441,97.7,70.7,0.5,0.1,0.3,0.6,2.3,0.7,98.7,0.0,0.0,73693,53339,404,46,228,419,1748,538,74449,0,0,20354,53339,46,182,191,1329,27.0,70.7,0.1,0.2,0.3,1.8
E06000045,SOUTHAMPTON,117108,116452,95.1,86.4,8.7,0.0,0.0,0.7,4.4,1.3,95.3,0.0,0.0,111337,101232,10213,0,32,777,5115,1498,111573,0,0,10105,101232,0,32,745,4338,8.6,86.4,0.0,0.0,0.6,3.7
E06000033,SOUTHEND-ON-SEA,86687,86527,96.1,60.2,4.0,0.0,0.0,0.0,3.7,0.6,96.6,0.0,0.0,83291,52180,3481,0,1,32,3236,495,83741,0,0,31111,52180,0,1,31,3204,35.9,60.2,0.0,0.0,0.0,3.7
E09000028,SOUTHWARK,149297,149123,91.9,70.5,33.5,0.0,0.0,0.3,8.0,0.7,92.0,0.0,0.0,137145,105280,50030,1,9,394,11978,1083,137335,0,0,31865,105280,1,8,385,11584,21.3,70.5,0.0,0.0,0.3,7.8
E07000213,SPELTHORNE,44542,44513,97.6,82.4,25.0,0.0,0.0,0.6,2.4,0.9,98.2,0.0,0.0,43466,36699,11125,0,6,263,1047,382,43740,0,0,6767,36699,0,6,257,784,15.2,82.4,0.0,0.0,0.6,1.8
E07000240,ST ALBANS,64302,64249,96.6,78.8,4.9,0.1,0.2,0.4,3.3,0.5,98.3,0.0,0.0,62136,50648,3139,58,109,249,2113,335,63216,0,0,11488,50648,58,51,140,1864,17.9,78.8,0.1,0.1,0.2,2.9
E08000013,ST. HELENS,87392,87358,97.8,81.6,2.7,0.1,0.4,0.6,2.1,0.7,99.3,17.2,0.9,85490,71285,2328,114,308,526,1868,595,86750,15039,752,14205,71285,114,194,218,1342,16.3,81.6,0.1,0.2,0.2,1.5
E07000197,STAFFORD,64751,64694,92.9,60.4,3.5,0.3,1.0,3.1,7.1,3.3,97.4,0.5,0.0,60129,39103,2269,168,666,2024,4565,2134,63050,322,4,21026,39103,168,498,1358,2541,32.5,60.4,0.3,0.8,2.1,3.9
E07000198,STAFFORDSHIRE MOORLANDS,46505,46453,91.8,26.0,1.7,0.7,1.7,3.8,8.1,4.0,98.3,0.0,0.0,42691,12104,776,316,811,1759,3762,1882,45696,0,0,30587,12104,316,495,948,2003,65.8,26.0,0.7,1.1,2.0,4.3
E07000243,STEVENAGE,39375,39335,99.2,86.2,1.1,0.0,0.1,0.2,0.7,0.3,99.3,0.0,0.0,39057,33952,436,0,29,60,278,105,39085,0,0,5105,33952,0,29,31,218,13.0,86.2,0.0,0.1,0.1,0.6
S12000030,STIRLING,46025,45680,88.3,31.7,27.7,1.4,3.1,5.0,11.0,5.9,95.9,0.0,0.0,40626,14610,12730,636,1423,2305,5054,2705,44126,0,0,26016,14610,636,787,882,2749,56.5,31.7,1.4,1.7,1.9,6.0
E08000007,STOCKPORT,139097,138953,98.5,81.3,1.0,0.0,0.1,0.2,1.4,0.3,99.1,10.9,0.0,136994,113116,1397,24,201,274,1959,485,137902,15122,0,23878,113116,24,177,73,1685,17.2,81.3,0.0,0.1,0.1,1.2
E06000004,STOCKTON-ON-TEES,91085,91048,95.8,84.3,4.0,0.1,0.5,1.6,4.2,2.1,96.4,12.0,2.2,87224,76817,3665,79,447,1500,3824,1938,87823,10919,2018,10407,76817,79,368,1053,2324,11.4,84.3,0.1,0.4,1.2,2.6
E06000021,STOKE-ON-TRENT,124572,124513,97.6,75.4,0.5,0.0,0.1,0.3,2.3,0.5,98.5,0.0,0.0,121595,93881,664,3,75,434,2918,620,122659,0,0,27714,93881,3,72,359,2484,22.2,75.4,0.0,0.1,0.3,2.0
E07000221,STRATFORD-ON-AVON,64840,64535,92.7,30.6,8.2,0.4,1.3,2.4,6.8,3.0,97.5,4.8,0.9,60106,19849,5317,259,820,1586,4429,1953,63192,3126,557,40257,19849,259,561,766,2843,62.1,30.6,0.4,0.9,1.2,4.4
E07000082,STROUD,56622,56576,89.1,14.8,11.5,0.4,1.7,3.0,10.8,3.5,94.6,5.2,0.7,50438,8391,6490,231,947,1672,6138,1969,53582,2957,402,42047,8391,231,716,725,4466,74.3,14.8,0.4,1.3,1.3,7.9
E08000024,SUNDERLAND,136650,136314,96.7,57.0,5.7,0.1,0.2,0.9,3.1,1.3,97.9,0.0,0.0,132085,77846,7856,113,340,1238,4229,1735,133752,0,0,54239,77846,113,227,898,2991,39.7,57.0,0.1,0.2,0.7,2.2
E07000214,SURREY HEATH,38328,38319,97.8,65.6,7.0,0.0,0.0,0.2,2.2,0.2,99.8,0.0,0.0,37487,25147,2680,1,17,64,832,77,38258,0,0,12340,25147,1,16,47,768,32.2,65.6,0.0,0.0,0.1,2.0
E09000029,SUTTON,87217,87153,97.9,80.0,2.2,0.0,0.0,0.3,2.0,0.5,98.2,0.0,0.0,85387,69788,1882,13,25,257,1766,436,85646,0,0,15599,69788,13,12,232,1509,17.9,80.0,0.0,0.0,0.3,1.7
E07000113,SWALE,66896,66654,93.0,31.5,1.8,0.2,0.9,2.0,6.6,2.5,98.4,0.0,0.0,62242,21040,1209,159,586,1353,4412,1672,65841,0,0,41202,21040,159,427,767,3059,61.6,31.5,0.2,0.6,1.1,4.6
W06000011,SWANSEA,118626,118334,97.3,72.2,18.8,0.1,0.3,0.6,2.4,1.0,98.2,19.1,10.4,115429,85607,22272,111,318,714,2905,1132,116546,22671,12338,29822,85607,111,207,396,2191,25.1,72.2,0.1,0.2,0.3,1.8
E06000030,SWINDON,101600,101579,91.9,76.3,8.8,0.0,0.9,2.4,8.1,2.9,92.2,0.0,0.0,93320,77471,8894,33,916,2392,8259,2941,93700,0,0,15849,77471,33,883,1476,5867,15.6,76.3,0.0,0.9,1.5,5.8
E08000008,TAMESIDE,115576,115296,97.0,51.8,12.7,0.0,0.0,0.1,2.8,0.4,99.4,0.0,0.0,112078,59905,14720,1,17,168,3218,452,114832,0,0,52173,59905,1,16,151,3050,45.1,51.8,0.0,0.0,0.1,2.6
E07000199,TAMWORTH,35385,35312,98.9,81.4,3.0,0.1,0.2,0.3,0.9,0.5,99.5,0.0,0.0,34998,28809,1047,40,60,95,314,194,35191,0,0,6189,28809,40,20,35,219,17.5,81.4,0.1,0.1,0.1,0.6
E07000215,TANDRIDGE,38422,38390,94.0,47.5,7.3,0.1,0.6,1.0,5.9,1.1,99.5,0.0,0.0,36124,18236,2804,46,212,377,2266,418,38237,0,0,17888,18236,46,166,165,1889,46.6,47.5,0.1,0.4,0.4,4.9
E07000045,TEIGNBRIDGE,66003,65870,87.5,28.5,2.6,0.5,1.7,4.0,12.3,4.4,95.0,24.7,8.1,57767,18837,1706,348,1154,2627,8103,2901,62705,16315,5364,38930,18837,348,806,1473,5476,59.0,28.5,0.5,1.2,2.2,8.3
E06000020,TELFORD AND WREKIN,81391,81309,97.7,75.9,2.8,0.1,0.2,0.4,2.2,0.5,99.1,18.2,2.8,79513,61791,2286,60,139,353,1796,445,80643,14813,2243,17722,61791,60,79,214,1443,21.8,75.9,0.1,0.1,0.3,1.8
E07000076,TENDRING,73710,73658,93.5,5.1,5.1,0.5,1.6,2.6,6.5,2.9,97.0,0.0,0.0,68898,3763,3754,393,1176,1928,4760,2117,71501,0,0,65135,3763,393,783,752,2832,88.4,5.1,0.5,1.1,1.0,3.8
E07000093,TEST VALLEY,58581,58517,93.1,61.7,12.5,0.2,0.9,2.2,6.8,2.4,98.6,0.0,0.0,54555,36167,7297,140,554,1311,3962,1411,57758,0,0,18388,36167,140,414,757,2651,31.4,61.7,0.2,0.7,1.3,4.5
E07000083,TEWKESBURY,46206,45884,90.0,53.4,23.7,0.3,1.6,3.0,9.3,4.4,91.8,8.5,1.3,41580,24665,10967,144,751,1382,4304,2012,42400,3909,593,16915,24665,144,607,631,2922,36.6,53.4,0.3,1.3,1.4,6.3
E07000114,THANET,72763,72568,96.9,43.0,43.0,0.0,0.5,1.3,2.9,1.6,99.3,0.0,0.0,70481,31289,31254,13,398,964,2087,1160,72223,0,0,39192,31289,13,385,566,1123,53.9,43.0,0.0,0.5,0.8,1.5
E07000102,THREE RIVERS,39351,39339,96.8,73.3,1.7,0.1,0.3,0.6,3.2,0.7,99.6,0.0,0.0,38094,28861,670,54,102,245,1245,260,39211,0,0,9233,28861,54,48,143,1000,23.5,73.3,0.1,0.1,0.4,2.5
E06000034,THURROCK,71695,71680,95.5,73.2,6.3,0.0,0.5,1.8,4.5,1.9,97.1,0.0,0.0,68480,52472,4485,28,327,1311,3200,1349,69615,0,0,16008,52472,28,299,984,1889,22.3,73.2,0.0,0.4,1.4,2.6
E07000115,TONBRIDGE AND MALLING,56895,56828,94.6,55.3,7.4,0.2,0.5,1.4,5.3,1.6,98.4,0.0,0.0,53808,31474,4194,122,285,792,3020,914,55994,0,0,22334,31474,122,163,507,2228,39.3,55.3,0.2,0.3,0.9,3.9
E06000027,TORBAY,78639,78303,94.1,58.1,17.9,0.0,0.0,0.5,5.5,1.0,96.0,1.6,0.0,74016,45657,14114,12,26,385,4287,797,75522,1271,0,28359,45657,12,14,359,3902,36.1,58.1,0.0,0.0,0.5,5.0
W06000020,TORFAEN,45709,45660,95.1,36.0,7.5,0.1,0.4,1.4,4.8,1.8,96.8,57.1,45.8,43472,16473,3433,52,160,637,2188,814,44243,26110,20939,26999,16473,52,108,477,1551,59.1,36.0,0.1,0.2,1.0,3.4
E07000046,TORRIDGE,34256,34118,81.3,3.3,3.3,2.7,7.3,11.5,18.3,12.3,92.6,27.2,14.4,27862,1133,1133,914,2504,3937,6256,4226,31705,9321,4916,26729,1133,914,1590,1433,2319,78.0,3.3,2.7,4.6,4.2,6.8
E09000030,TOWER HAMLETS,141507,140825,90.5,61.2,32.8,0.0,0.0,0.5,9.0,1.1,90.5,0.0,0.0,128107,86636,46425,0,28,728,12718,1541,128132,0,0,41471,86636,0,28,700,11990,29.3,61.2,0.0,0.0,0.5,8.5
E08000009,TRAFFORD,107494,107184,97.8,66.3,2.2,0.0,0.2,0.3,1.9,0.7,98.9,1.5,0.0,105138,71264,2386,52,245,357,2046,725,106351,1658,0,33874,71264,52,193,112,1689,31.5,66.3,0.0,0.2,0.1,1.6
E07000116,TUNBRIDGE WELLS,52221,52162,91.0,46.2,7.2,0.1,1.2,2.9,8.9,3.1,98.3,0.0,0.0,47529,24139,3771,61,622,1521,4633,1638,51320,0,0,23390,24139,61,561,899,3112,44.8,46.2,0.1,1.1,1.7,6.0
E07000077,UTTLESFORD,40000,39914,84.4,24.8,7.6,0.5,2.0,5.8,15.4,6.5,91.5,0.0,0.0,33752,9912,3031,196,817,2323,6162,2600,36612,0,0,23840,9912,196,621,1506,3839,59.6,24.8,0.5,1.6,3.8,9.6
W06000014,VALE OF GLAMORGAN,62163,62082,95.6,52.0,5.8,0.2,1.0,1.6,4.3,1.9,97.7,11.5,6.2,59430,32294,3612,149,611,983,2652,1188,60728,7121,3825,27136,32294,149,462,372,1669,43.7,52.0,0.2,0.7,0.6,2.7
E07000180,VALE OF WHITE HORSE,61240,61184,96.0,59.5,15.6,0.2,0.4,1.0,3.9,1.1,98.7,0.0,0.0,58769,36441,9554,101,251,590,2415,656,60417,0,0,22328,36441,101,150,339,1825,36.5,59.5,0.2,0.2,0.6,3.0
E08000036,WAKEFIELD,161252,160351,95.3,46.7,14.6,0.0,0.3,0.8,4.1,1.4,97.6,0.4,0.0,153728,75332,23622,68,561,1221,6623,2315,157458,632,0,78396,75332,68,493,660,5402,48.6,46.7,0.0,0.3,0.4,3.4
E08000030,WALSALL,119601,119527,98.4,71.8,10.8,0.0,0.0,0.6,1.6,0.7,99.0,0.0,0.0,117673,85847,12909,5,52,660,1854,802,118436,0,0,31826,85847,5,47,608,1194,26.6,71.8,0.0,0.0,0.5,1.0
E09000031,WALTHAM FOREST,109961,109435,96.5,87.1,18.9,0.0,0.0,0.5,3.0,1.3,96.5,0.0,0.0,106086,95817,20802,6,27,503,3349,1472,106162,0,0,10269,95817,6,21,476,2846,9.3,87.1,0.0,0.0,0.4,2.6
E09000032,WANDSWORTH,155423,155112,96.8,74.7,20.4,0.0,0.0,0.1,3.0,0.5,96.8,0.0,0.0,150435,116046,31639,0,14,192,4677,716,150466,0,0,34389,116046,0,14,178,4485,22.1,74.7,0.0,0.0,0.1,2.9
E06000007,WARRINGTON,98694,98511,97.0,67.0,1.2,0.0,0.1,0.2,2.8,0.4,99.3,0.6,0.0,95781,66168,1199,40,110,219,2730,426,97964,571,34,29613,66168,40,70,109,2511,30.0,67.0,0.0,0.1,0.1,2.5
E07000222,WARWICK,68734,68664,97.2,71.7,7.8,0.1,0.9,1.3,2.7,1.4,98.8,1.9,0.6,66794,49285,5335,100,603,870,1870,950,67897,1334,419,17509,49285,100,503,267,1000,25.5,71.7,0.1,0.7,0.4,1.5
E07000103,WATFORD,42038,42015,99.3,87.4,1.7,0.0,0.0,0.2,0.6,0.2,99.4,0.0,0.0,41755,36730,702,1,12,67,260,97,41791,0,0,5025,36730,1,11,55,193,12.0,87.4,0.0,0.0,0.1,0.5
E07000216,WAVERLEY,56043,56004,93.9,14.9,4.7,0.1,0.5,0.9,6.0,0.9,99.5,0.0,0.0,52639,8350,2610,79,287,481,3365,522,55752,0,0,44289,8350,79,208,194,2884,79.0,14.9,0.1,0.4,0.3,5.1
E07000065,WEALDEN,73391,73301,93.4,6.8,6.7,0.2,0.7,1.4,6.4,1.6,99.4,0.0,0.0,68574,4957,4917,155,535,1062,4727,1175,72950,0,0,63617,4957,155,380,527,3665,86.7,6.8,0.2,0.5,0.7,5.0
E07000156,WELLINGBOROUGH,37753,37732,97.3,41.8,3.8,0.0,0.5,0.9,2.7,1.0,99.0,14.1,13.9,36722,15783,1452,15,174,351,1010,390,37376,5339,5264,20939,15783,15,159,177,659,55.5,41.8,0.0,0.4,0.5,1.7
E07000241,WELWYN HATFIELD,49731,49718,97.0,72.2,5.9,0.0,0.1,0.4,3.0,0.4,99.3,0.0,0.0,48245,35908,2921,7,35,185,1473,200,49365,0,0,12337,35908,7,28,150,1288,24.8,72.2,0.0,0.1,0.3,2.6
E06000037,WEST BERKSHIRE,71903,71721,96.2,67.3,25.3,0.1,0.4,0.9,3.6,1.3,97.6,0.0,0.0,69144,48397,18226,51,303,640,2577,924,70197,0,0,20747,48397,51,252,337,1937,28.9,67.3,0.1,0.4,0.5,2.7
E07000047,WEST DEVON,26927,26863,78.0,7.5,7.5,1.8,6.1,11.8,21.8,12.3,95.2,41.2,18.9,21003,2021,2021,487,1644,3173,5860,3316,25636,11094,5083,18982,2021,487,1157,1529,2687,70.5,7.5,1.8,4.3,5.7,10.0
S12000039,WEST DUNBARTONSHIRE,47020,47002,98.3,88.2,0.5,0.0,0.2,0.5,1.6,0.6,99.0,0.0,0.0,46240,41480,232,15,98,229,762,289,46563,0,0,4760,41480,15,83,131,533,10.1,88.2,0.0,0.2,0.3,1.1
E07000127,WEST LANCASHIRE,51465,51432,94.4,26.5,19.9,0.2,0.8,1.7,5.5,1.9,98.7,17.3,5.8,48607,13614,10227,111,428,857,2825,962,50793,8910,2963,34993,13614,111,317,429,1968,68.0,26.5,0.2,0.6,0.8,3.8
E07000142,WEST LINDSEY,45800,45658,85.3,29.4,17.6,1.9,4.5,7.2,14.3,7.7,97.0,26.3,19.0,39087,13471,8056,871,2075,3296,6571,3517,44429,12066,8695,25616,13471,871,1204,1221,3275,55.9,29.4,1.9,2.6,2.7,7.2
S12000040,WEST LOTHIAN,85594,85541,96.4,56.7,14.0,0.2,0.4,0.8,3.6,0.9,98.9,0.0,0.0,82484,48495,11974,143,367,664,3057,764,84638,0,0,33989,48495,143,224,297,2393,39.7,56.7,0.2,0.3,0.3,2.8
E07000181,WEST OXFORDSHIRE,51638,51572,96.3,51.6,19.4,0.1,0.5,1.4,3.6,1.7,98.4,0.0,0.0,49719,26643,10026,66,265,730,1853,882,50793,0,0,23076,26643,66,199,465,1123,44.7,51.6,0.1,0.4,0.9,2.2
E07000245,WEST SUFFOLK,83907,83856,94.7,20.1,6.0,0.1,0.6,0.9,5.2,1.1,99.0,0.1,0.0,79490,16878,5051,124,465,791,4366,885,83067,119,0,62612,16878,124,341,326,3575,74.6,20.1,0.1,0.4,0.4,4.3
E09000033,WESTMINSTER,163531,163093,84.9,46.2,39.7,0.0,0.0,0.0,14.8,0.4,84.9,0.0,0.0,138890,75487,64925,0,0,50,24203,597,138909,0,0,63403,75487,0,0,50,24153,38.8,46.2,0.0,0.0,0.0,14.8
E08000010,WIGAN,152626,152595,98.7,81.7,2.2,0.0,0.1,0.3,1.3,0.3,99.6,15.2,0.8,150616,124727,3415,33,202,434,1979,497,151952,23172,1169,25889,124727,33,169,232,1545,17.0,81.7,0.0,0.1,0.2,1.0
E06000054,WILTSHIRE,231642,231458,93.3,37.5,12.8,0.3,0.9,1.9,6.6,2.1,98.5,1.0,1.0,216167,86869,29715,660,2157,4510,15291,4846,228083,2324,2324,129298,86869,660,1497,2353,10781,55.8,37.5,0.3,0.6,1.0,4.7
E07000094,WINCHESTER,56173,56110,91.1,41.8,6.1,0.4,1.4,2.7,8.8,2.9,97.7,0.0,0.0,51184,23464,3403,250,772,1509,4926,1621,54877,0,0,27720,23464,250,522,737,3417,49.3,41.8,0.4,0.9,1.3,6.1
E06000040,WINDSOR AND MAIDENHEAD,66690,66649,93.9,56.8,4.0,0.2,0.4,1.1,6.0,1.4,97.9,0.0,0.0,62632,37878,2639,142,285,734,4017,940,65316,0,0,24754,37878,142,143,449,3283,37.1,56.8,0.2,0.2,0.7,4.9
E08000015,WIRRAL,157758,157698,97.5,60.4,24.0,0.0,0.1,0.2,2.5,0.3,99.6,1.4,0.0,153794,95356,37879,35,122,322,3904,418,157071,2133,0,58438,95356,35,87,200,3582,37.0,60.4,0.0,0.1,0.1,2.3
E07000217,WOKING,45106,45084,98.1,81.8,3.4,0.0,0.3,0.4,1.9,0.4,99.2,0.0,0.0,44248,36898,1526,0,144,162,836,184,44760,0,0,7350,36898,0,144,18,674,16.3,81.8,0.0,0.3,0.0,1.5
E06000041,WOKINGHAM,75606,74585,92.1,64.4,8.8,0.0,0.2,1.0,6.5,2.9,95.2,0.0,0.0,69661,48704,6623,21,155,738,4924,2193,71984,0,0,20957,48704,21,134,583,4186,27.7,64.4,0.0,0.2,0.8,5.5
E08000031,WOLVERHAMPTON,118270,118064,98.1,87.3,1.1,0.0,0.0,0.1,1.8,0.3,98.3,0.0,0.0,115987,103279,1284,0,2,78,2077,327,116300,0,0,12708,103279,0,2,76,1999,10.7,87.3,0.0,0.0,0.1,1.7
E07000237,WORCESTER,48706,48657,98.6,10.1,1.6,0.0,0.0,0.0,1.3,0.1,99.5,43.0,4.6,48018,4925,759,0,1,10,639,60,48486,20934,2233,43093,4925,0,1,9,629,88.5,10.1,0.0,0.0,0.0,1.3
E07000229,WORTHING,51551,51531,99.2,86.4,2.4,0.0,0.0,0.0,0.7,0.1,99.5,0.0,0.0,51148,44546,1229,0,1,10,383,45,51290,0,0,6602,44546,0,1,9,373,12.8,86.4,0.0,0.0,0.0,0.7
W06000006,WREXHAM,65797,65169,93.7,30.9,31.0,0.3,1.1,2.0,5.4,3.2,96.9,38.9,8.4,61647,20315,20406,226,716,1343,3522,2123,63755,25576,5528,41332,20315,226,490,627,2179,62.8,30.9,0.3,0.7,1.0,3.3
E07000238,WYCHAVON,62385,61978,92.3,9.8,6.0,0.1,0.7,1.6,7.0,2.4,97.9,9.3,1.4,57611,6117,3744,86,425,1007,4367,1498,61045,5828,848,51494,6117,86,339,582,3360,82.5,9.8,0.1,0.5,0.9,5.4
E07000007,WYCOMBE,76760,76658,95.7,29.8,2.5,0.1,0.3,0.5,4.2,0.7,99.4,0.0,0.0,73424,22845,1930,76,230,402,3234,521,76307,0,0,50579,22845,76,154,172,2832,65.9,29.8,0.1,0.2,0.2,3.7
E07000128,WYRE,56428,56328,94.8,6.0,5.6,0.1,0.3,0.7,5.0,0.9,98.7,7.3,1.4,53500,3409,3169,63,179,374,2828,526,55688,4116,775,50091,3409,63,116,195,2454,88.8,6.0,0.1,0.2,0.3,4.3
E07000239,WYRE FOREST,48107,48058,96.7,45.9,1.3,0.2,0.5,1.0,3.2,1.1,99.5,2.9,0.4,46527,22105,622,78,224,461,1531,532,47862,1411,172,24422,22105,78,146,237,1070,50.8,45.9,0.2,0.3,0.5,2.2
E06000014,YORK,98071,97835,93.8,71.8,50.3,0.0,0.2,0.7,6.0,1.1,95.4,7.1,3.9,91949,70416,49307,35,187,674,5886,1106,93566,6962,3812,21533,70416,35,152,487,5212,22.0,71.8,0.0,0.2,0.5,5.3
